earlyAD,lateAD
AC004828.1,TAF13
PPP1R18,AL161640.1
POLG,CALML5
BMP8B,AC009113.2
GNPDA1,AC005232.1
LIFR-AS1,AC092376.1
AC136624.2,AL135818.3
ZNF507,POU1F1
CNGB3,CHST6
AC006372.3,AC104232.2
CIZ1,ZIC1
C2orf74,AL022344.1
RAPGEF6,LPCAT4
EDEM3,ZNF705A
CORO1C,AC134508.1
AC089998.1,AP001318.1
INTS2,ARPP21-AS1
BRPF3,AC004832.4
CGRRF1,AL512303.1
CDC14A,PPP2R2B-IT1
GPR156,AC146944.4
AC008114.1,SH3BP2
GHRHR,AC004241.3
INPPL1,AL049796.1
FZD1,LINC00408
RSPH6A,MACROD2-IT1
TAF10,AC008906.1
UPK1A,TRPM5
NR2C2,AC037459.3
AC034114.2,FAM24A
DLD,AC092675.1
SCGN,AC011468.1
PAG1,AC100860.1
AC103563.9,MS4A7
AP003501.1,KBTBD11-OT1
NAXD,CCT6A
CCDC85A,LINC00881
HCK,LINC01619
ADIPOQ,PPP1R14D
GPALPP1,AC023813.4
SH3GL3,LINC01066
AC024558.2,CYP26A1
IRF8,AC023200.1
PRR19,AC010834.1
PCNP,AP000238.1
USP46,AC092723.5
GALNT4,TBC1D17
SERPINI2,AL021707.2
SRC,INAFM1
MYH3,OR10T2
TAS2R9,TRAV27
OR2G6,IL17A
PEX12,AC009166.1
GFRA3,AC073409.1
USP45,GPR152
LINC00877,AC005901.1
TMEM81,PRAC2
AC008679.1,TRBV8-1
TEP1,IGHA2
BCAP31,POTEH-AS1
LINC00924,AC010768.4
AP001885.3,AC079349.1
NGEF,AL359259.1
COA8,TMEM235
AC103858.3,AC123905.1
AC016394.2,TRPV3
PLCH1,IZUMO1
ATP6V0B,AC027514.1
RABGAP1L-DT,NDNF
APPL1,CRISP2
C2orf27A,CDC20B
SPG21,CISH
EBF3,AC007269.1
DENND4B,TNFAIP6
AC078881.1,TCEA3
CSNK2B,DCTN5
AL451137.2,AC106786.1
AOAH,AC091980.2
ZSCAN29,AFM
MAML1,AL807776.1
PCDHB7,AC004775.1
AC068446.2,COG8
ANKRD52,FGF12
MAF1,CYP7B1
DNAH8,AP002812.2
LINC02734,MIR7515HG
NCBP1,AC016876.3
CENPN,PLAAT2
TERB1,HSD17B3-AS1
CCND2,RFPL4B
HSPG2,AC106870.1
PLXNA4,AL359091.1
CACNB3,AL360013.2
OMG,AC006027.1
AC083864.2,AC112722.1
WASIR2,GIMAP7
ATL1,OR2F1
AC109361.1,AL121827.2
SETD2,SRRM1
RNF146,AC006435.3
AC090802.1,AC107396.1
SLCO4C1,AC008539.1
MTFP1,ISL2
Z99774.1,KIDINS220
POLR2M,MIR3976HG
ZNF92,PIEZO2
AC073176.2,AL138781.1
NCOA7,LILRB1
AC093606.1,SOX15
METAP2,AL589986.2
BTBD19,AL020997.2
QPCT,LINC01222
AC114341.2,CCDC175
GRTP1,AC022023.2
RNF217-AS1,ATG10-IT1
SUPT6H,LINC02397
AC010132.4,AC108097.1
SMAD7,LINC02313
TRAK2,GPX8
AC006064.5,S1PR4
AK1,ZNF620
ADGRA2,CCT8L2
LINC01621,AL158212.3
TRIM54,AL354793.1
LIMA1,PHOSPHO2
AC009120.2,AC007608.1
CERNA1,AC100808.1
AC007292.2,AC093627.1
PARD6B,AL442638.1
AC004877.1,LINC00158
FAM89A,AL135818.2
AC012467.2,LINC01838
IL20RB,TCEANC
MOGAT2,TMEM132D-AS1
AC020907.1,SLC7A10
LINC02625,AC131009.1
FBXO39,AC015911.6
ENDOU,SLAMF9
ATP6AP1L,AL356275.1
TMEM41B,AL592146.1
TMEM145,AC092675.2
FAM167A,LINC00165
CD164,DSTN
MRLN,AL355073.1
SMPX,AL139384.2
MAST4-IT1,ADRB1
ULBP3,AC073655.3
KAT6A,COX8C
SIK1,EXOC1L
HIST1H4D,AL031121.2
METTL25,SH2D1A
SCIN,AC087623.3
UXT,SDR39U1
IRAK3,AC137494.1
AC027045.3,AP001330.4
ITGA1,UBE2R2
EHD2,RNF185
FRG1-DT,LINC01233
AP006261.1,LINC00442
MSH4,RNF225
CELA2A,AC096736.2
VRK2,AC092941.1
CCND3,OR11L1
MARCH10,AC021146.12
LIMS1,OR5M3
AC104964.1,AC134684.9
LINC02289,AL732437.2
ABHD18,TRIP10
CREM,AL353709.1
MEF2C-AS1,AL133335.1
SERTAD4-AS1,ZNF33B
ZNF821,SERPINA1
LINC00276,AC100779.1
ANXA1,AL034397.2
AL122035.1,AC010359.3
AP000866.2,HAO2-IT1
SPRYD7,BX005132.1
WASHC4,LILRB5
NGRN,AC093117.1
CYGB,LINC00459
AC097468.2,AC006970.3
AL358473.1,AL121759.2
BAP1,SCG3
CHAF1B,RAB9A
PPIL2,CGAS
HIST1H2BF,ADRA2B
TSPAN33,TBX1
AC010643.1,CELA3A
AC063977.6,LYL1
AP000432.1,XCR1
BCAR4,CXCL10
GNAZ,SLC17A8
LINC01476,DHH
LINC02842,AL356108.1
LINC01257,HSD17B6
TGM2,ATP5F1D
FEZF1,RIT2
AQR,WSB2
AL139381.1,CR382287.2
GREM1,SOX17
MTERF1,ZDHHC1
AL008727.1,SMIM20
AC092636.1,AL138899.1
AP003721.3,AC005823.1
MTRF1,RNF216-IT1
C10orf99,AC007953.2
AC068672.2,CD200R1L
PSMB9,AJUBA
LIN9,AC113139.1
KCTD3,AL160159.1
RIPOR3,CACNA2D1
SYNJ1,TMEM236
FAM209B,CU633906.5
AC122108.2,ANXA2
C4orf46,AC079772.1
AC073569.3,BX088651.2
ULK1,AC109517.1
OLFML3,AC084364.3
TCF19,RAB34
IMPG2,F11
CLDN1,AC007491.1
SIRT3,AC025810.1
LINC01249,SERPINA5
AC079779.2,ELP4
MDM2,AC117460.1
TANGO2,RUNDC3B
CCDC50,AC109462.1
IL6R,KCNE5
ZFYVE21,KRTAP21-2
NCR3LG1,LINC01490
GOPC,PCDHGA9
HLA-DPA1,GJA5
LYRM4,AL355516.1
MBTD1,AL161431.1
PPP6R1,CCDC47
PLAC4,AL133243.1
CCDC30,LINC01738
BCAR3,LINC00588
SMO,GPC5-IT1
UBE2R2-AS1,AC009511.1
ROPN1L,AC087392.4
RABEP1,SPOPL
SUCLG1,LINC02282
ASB15,AC012254.3
OSBP,HTN1
THAP3,KRT35
CEBPZ,SILC1
C1QTNF1-AS1,AC091769.2
CD160,PSMD6-AS1
GPR157,AC004076.2
LINC01850,AC090826.1
AL109615.3,AL009031.1
CASP8AP2,AC136352.3
EGFR,AL163973.3
SLC22A2,CCNA1
LINC00304,AC079763.1
AP001120.5,LINC01394
BTLA,GEMIN6
HIC1,ZMYND19
RUNX1,AL353747.4
UQCR11,AC079310.1
CUTA,LINC01805
Z99127.4,AC079336.1
SP3,OR5A2
KREMEN1,AC244100.2
TYK2,DIPK2B
PDE6D,AGPAT2
ZNF221,C14orf39
AL158071.5,OR1E2
ZNF718,AC092994.1
EDRF1,AFTPH
EAF1,AL138999.1
ASF1A,TMEM123
ENGASE,OR51C1P
MRPL28,AC024884.2
ZNF460,LINC02042
CDC14B,TTLL2
MRPS2,SLC36A4
PIWIL4,AC010809.1
PCDHB16,AL021937.4
AL021917.1,LINC00560
AC090607.3,ITGB5-AS1
AC007566.1,EPGN
AC010809.2,PLA2G12B
FAM177B,LSG1
BNIP2,AC098859.2
BOD1L1,AC011899.3
AL110115.2,PRR23C
AC004817.1,AP003555.1
GPSM2,SRRT
AC100768.1,AC011676.4
DCUN1D2,AC104248.1
WFIKKN1,CCDC86
AL589826.2,AC092757.2
AC245519.1,AL391415.1
AC037459.2,AC008659.1
GPBAR1,FCER1G
LINC01555,RP2
AC093503.2,SF3B5
TYW1,CEP19
ARF6,DPH3
THEG,DDX39A
TESC-AS1,AC005021.1
AC073311.1,LINC01580
OLFML2A,AL033539.2
TICAM1,AC008759.3
SPAAR,HTN3
IL7R,LINC01816
WNT5A-AS1,TMEM159
ZNF433-AS1,AC008966.3
C1orf116,AC138894.2
PRPF19,LINC02418
PABPC4-AS1,AC087242.1
DNAJC6,OR13D1
PPID,AC073651.1
AC120036.5,AC034238.2
LRRC40,UCN3
TAS2R8,ENPP3
WNT11,AC007365.1
SNRNP200,RNF144A-AS1
AC006116.4,UCHL5
TEF,LINC02783
VSTM4,CTRB2
AC109635.7,AL355607.2
AC010896.1,AC106017.1
AC093151.3,UBE2Z
ISOC1,AC023787.2
AC012349.1,CXCR3
VAT1,AC010333.3
NFATC2,SPAG9
CEP290,AC008440.2
HEXD,UQCRHL
AARS,AC073326.1
RMST,AC099845.1
NGF,IGLV2-14
EGLN1,LINC01409
AL355578.1,AL590027.1
EPB42,LINC00426
SLC25A23,TRAJ5
MSI2,AC084757.4
LINC00378,LSAMP
BDKRB1,SULT2B1
AC104134.1,ZSCAN16
LINC02499,FO680682.1
BCAS2,TAAR2
CCDC152,SCGB2A2
LINC02497,AC110285.4
AC022188.1,BACH1-IT3
TMEM52B,AC007652.1
CPLX2,ARMH4
AUH,AL451127.1
RNF144A-AS1,STON2
DENND5B-AS1,UGT1A8
AL137003.2,TTYH2
RADIL,FKBP1A
ASPHD1,UPF2
AC015660.3,AC004906.1
TMEM14C,AC024575.1
KDM1B,AC112503.1
SNRK-AS1,AC099671.1
ETV7,AC097505.1
COX6B1,AC016549.1
JAZF1,AL365256.1
FKBP1C,ACO1
MR1,AC012339.1
LDHA,ATXN7L2
SYDE2,GCG
SIRPG,AC009961.4
FP325330.3,SOCS2
HCFC1,TRAV5
CACNA1S,AP000477.3
HSPA5,MED17
SAR1A,HIST1H1B
COX14,HOXC13
AC090844.2,HIST1H2AJ
AC016816.1,AC105020.4
COBLL1,LINC02619
AC018557.1,OR2A1
LINC01266,MAP4K5
WDR6,LAPTM5
FYCO1,LINC01775
SBF2-AS1,AC068020.1
Z95115.2,GPR176-DT
NR0B1,ETAA1
PAPSS2,SCAMP4
TNFSF4,AC009054.1
TM9SF3,AF127577.1
MINDY4,CACNB3
CHM,AL138767.2
NRN1,AL691515.2
CDHR2,AOAH-IT1
PARP1,BX640514.2
OGFOD3,BPIFC
AC021678.2,AC022364.1
SLIT2-IT1,LINC01858
AC147651.3,TRIM21
PSMC6,PIFO
GNPNAT1,PCDHGB5
AC072039.2,SIRPB2
AXDND1,LINC02178
AC005323.1,AP005264.3
AL161893.1,C4orf33
AL365361.1,CARD9
PDCD5,PRR4
AC092849.1,AC004771.4
CA11,FZD2
HSPA9,MPP6
AC022196.1,AC092153.1
AGBL2,PCDHGA11
ANAPC10,AL133370.1
AC127024.6,GPR174
AC117834.2,LINC01978
AL357033.2,AP001059.3
MISP,SULT1B1
AC079601.1,VHLL
KRI1,AC073429.2
ADCK2,AP003032.2
ACKR1,RAB29
AL121839.2,FHOD1
AC092953.2,VAX1
AC005280.2,PICSAR
AL139246.3,AC007608.2
AL031658.2,AC090227.3
LINC01721,OBP2A
AC011595.2,AC244502.3
CNNM2,AL512310.2
AC007376.2,PRG4
AL355075.4,PRPS1L1
NIFK,LINC02735
RRNAD1,LINC02850
ADAMTSL1,AP001021.2
SERPINB13,AL592071.1
SNIP1,KDSR
VSTM2L,IRF3
LINC02408,AC099344.2
TIA1,LINC02379
LINC00523,AC074254.1
S100P,AL355922.1
HIST2H2AC,INSL4
AC107072.2,AL136376.1
ZBTB46,ANO1-AS1
NDUFAB1,AC092070.1
VIT,FGA
OR5AU1,AL109914.1
THAP11,AC068594.1
SELENOP,AC009121.2
AC016168.2,AC013286.1
AL451127.2,AC007497.1
LINC01220,AC100814.1
AC005162.3,LINC00616
CLEC2A,ZNF174
ZNF595,NPIPB8
HADH,BX842570.1
CCDC146,H2AFJ
LINC01812,OR56A5
LPAR5,AL390962.1
AC112493.1,AL157414.2
KIZ,AC091544.7
POLR2B,AL359979.2
DFFA,TRAV26-2
AL139819.1,LINC02171
ZNF26,LINC02167
AGPS,IGHVII-44-2
AC005332.2,HOXB6
AKNA,GSC2
LINC002481,HOXC5
AC012625.1,AP000439.3
AC116158.2,LINC00380
CRIPT,OR10J5
CALD1,DEFB116
IL15RA,RTP3
AC107419.1,AC113208.4
EMILIN3,AC105389.1
ADAM29,SSU72P3
LSM6,AC107882.1
LINC02399,KRTAP6-3
AL359921.2,KRTAP13-1
SOST,LINC02665
AC112250.2,MIR200CHG
DLG4,AC019193.3
FES,KRTAP12-1
AC026620.2,IFNA16
LRRC41,AC116447.1
MAGOHB,LINC02690
PAPPA-AS1,EVX2
RPL28,AL354916.1
LINC02551,AC004816.2
FUNDC2,AC091163.2
AC093591.2,LINC01413
AL049830.3,CA14
SLC10A5,AL589826.2
ANAPC4,MIR3681HG
LIPJ,AL158013.1
DUSP23,EPPIN
LRP1,AL136309.4
TDRD12,WNT3
FGL2,CD3EAP
LNPK,HES5
PPIF,AL161725.2
AC092681.3,UNC5C
GATAD2B,AL023754.2
TMED6,AL133467.4
AL445647.1,AL096677.2
ING2,RFPL4A
ZHX3,AC025254.1
AC092756.1,CFTR-AS1
PHB2,DEFB106B
AC005180.2,PANDAR
BNIPL,MRGPRG-AS1
B4GALT5,AC026415.1
REXO1,SEPTIN6
TFIP11,AC093677.3
AC096637.1,XIRP2-AS1
AC244033.2,CRIP1
AC133637.2,AC005009.1
AOC2,GZMK
METTL6,AP003392.4
EP400,RNF148
CD46,FCGR3A
SHC1,AL158042.1
UGT3A2,AC107881.1
MARVELD2,AC003009.1
TAS2R7,HERPUD1
AC053513.1,OR56A4
AC025822.1,AL355816.1
CNN1,AL161665.2
RYBP,AC004918.1
ZNF257,AC095033.1
PROS1,AL662890.1
HCLS1,MUL1
PLD3,RPS17
KIAA1217,OTX1
AC090692.2,AC134349.1
SNX33,IGHG1
AC025580.1,AC010451.1
FAM200B,AC093903.1
DHX37,AL359091.4
EIF2AK1,AC027307.3
AC093307.1,AC010503.4
PPFIA1,AC009988.1
ATXN2L,SLC17A3
NOP53,AC025465.2
AC104304.3,OR4F17
AL139220.2,ATOH1
TRAPPC5,AC099499.2
GJB7,DKC1
LTBP2,TMIGD3
AC245427.1,AC100835.2
IL15,RCN3
AC019330.1,AL079304.1
CCDC9,OR13C2
AC007666.2,HIST1H2BG
PARK7,TCIM
ABCC2,AL391421.1
PHACTR2,SSX1
RNF223,AC097065.2
HECTD2,RPAP3
KIAA1191,AC007998.3
CHGB,SLC34A3
TRAM1,SLC9A3R1
AC007619.1,SIGLEC9
MAVS,OR10Z1
PFKFB3,AP001972.1
AC097480.1,AL136460.1
MRPS22,AC009704.3
PSMD5,POTEE
DAD1,TSGA10IP
RBMS1,CCL27
NFKB1,PLAAT4
TRIM10,AC104758.2
CFDP1,MYCN
LRRC56,ZNF417
ST8SIA4,LINC02309
AC008277.1,AL157414.4
LINC02259,AL135999.2
BAG2,AL391422.4
LINC02558,MAGEA8-AS1
S100A13,AL358176.4
ARHGEF25,AL645944.2
HERPUD1,AC095059.1
HR,AL731568.1
ALDOA,AC093582.1
ATP5F1A,AC016831.6
RANBP3L,AP003465.2
USP13,CAPN6
MAD1L1,AC012470.1
SUPT5H,AC016168.1
AC092896.2,AL137078.1
TTC34,AC131157.1
GRSF1,ST18
CEP152,LINC02478
LINC01659,CHRNA1
GPR146,DLX5
LINC02094,AP001198.2
AC034195.1,NELFB
CSTB,TRAF3IP2-AS1
LOXL4,AL031056.2
FAM135B,AC016245.2
APPBP2,GPHB5
AC012313.5,LMNTD2
SHANK3,ITLN2
LDHC,ZAR1
NT5C1A,IGHA1
PCSK1N,ZNF114-AS1
GPR27,AC012060.1
TMUB1,AL391336.1
AC005586.2,AP001363.2
MTIF2,HIST1H2BM
KCNK15,AL445183.1
GNB3,LINC01267
SAMD12-AS1,AP000459.1
ARL6IP6,AC116651.1
AP005357.1,TEX37
PEX11G,YIPF2
FHL1,AC013391.2
AC022469.1,DERPC
LCP2,LINC01180
LY96,AL355922.4
GALNT6,AC015922.3
MOGAT1,AL021391.1
SLC45A3,TAS2R5
AC022440.1,AC068228.3
AL353653.1,DISP3
CSPG4,AC090970.1
EIF4B,RNF223
AC093890.2,NOL4
NLRP3,PAX1
TEX55,AL121935.3
HGD,AL662791.2
Z82202.2,RBPMS2
RFPL3S,AC023595.1
ZDHHC18,AC006459.1
AC093390.2,SLC8A2
C1orf198,ZNF711
PMFBP1,AC009227.2
RBBP8,UGT2B28
TBPL1,AC010451.2
AC002070.1,AC018761.3
ELN,TRAJ6
VWDE,LHFPL4
ZNF630,CAPN15
FAM219A,AL157831.3
TRPM6,AC006017.1
ZNF346,PRF1
AC025174.1,TRUB2
MS4A3,AC037459.2
AP002518.1,AC090517.2
ACO2,AL357033.3
AC104938.1,AC106875.2
ZDHHC9,AC097535.1
RPS8,SLC9A4
TMED10,RHOT1
ESR1,AL355103.1
TICRR,LINC02174
AC148477.3,AC009403.2
AC104695.3,AC010424.2
AC114757.1,HIF3A
ZC3H10,DNASE1L2
LRFN4,SERPINA12
CATIP,AQP5
AC105924.1,LINC02067
GIPR,CTAGE6
RPS10,AC114296.1
WDR38,DCPS
AL157882.1,HIST1H1T
GAPVD1,AC106795.5
AC139795.2,AC105460.1
ANKRD33B,SSU72P8
MARCH7,AC092807.2
CCDC181,SPEM1
AC008063.2,GDF6
C20orf197,AC068408.2
LINC00283,KRTAP3-1
PLPP2,LINC02146
AC012443.2,PACSIN3
AL606491.1,AC090398.2
SLC22A7,TGFB2-AS1
STAT6,NLGN2
MGA,ACD
COL20A1,PLEK2
AC011330.2,AC092296.4
PCGF1,GCGR
AC137630.2,ITGA6-AS1
AC004148.1,AC012676.1
AC012150.1,CHMP7
TNFRSF11A,AC092384.3
RCHY1,AP001267.4
BAMBI,AC079313.1
ENO2,AC121338.2
KDM3B,AC019193.2
AC124283.1,FAM83F
AC040168.1,AC000035.1
MEX3D,AC004590.1
AC010969.3,CPS1-IT1
A2M-AS1,HTRA4
AMY2B,AL031429.2
TLCD1,DNTT
MPL,AC095032.2
VPS4A,AC012254.1
ABCF1,AC096734.2
LGI3,HOXA3
AC097658.3,GRIK1-AS1
CXCR5,IGLV1-50
SLC9A1,LINC01480
AL627230.1,AL929601.1
AL163541.1,CLIC4
WDR83OS,AC018648.1
FBXW11,RNF166
MESP1,PATL2
AL353608.2,LINC02342
HLA-F-AS1,AL353681.1
ADGRG4,TLR10
GPR151,AL358876.2
TLCD5,AC025465.4
SMC1B,AC139887.1
SH2D1B,AC027419.2
CA8,AC007861.2
MFAP1,MAGEA6
AC023906.2,BARHL1
LINC02091,TRDJ2
CCND2-AS1,AL035541.1
CACTIN,AP006748.1
NCF1,AC106785.2
CGN,LINC01679
PSORS1C2,TAS2R3
LARP4B,TRIM50
EIF1B,HIST1H2AG
C3orf62,ATP2B3
AC010271.2,AC055764.2
LINC01339,AP001205.1
F7,PCAT19
AC073655.1,AC010378.2
C12orf75,ZNF599
AL121829.1,AL121652.1
VCP,DPYSL3
RAD51,PCARE
LINC01645,CERNA2
PPTC7,PRRC2A
QDPR,ASIC4
IFNK,AC068620.2
SYCE3,GRAP2
TRAF3IP3,AC007922.3
LIMD1-AS1,AC007952.2
CIB1,C1QB
PRDX6,AC026620.1
AL390866.1,AC060766.6
AL359921.1,RGS9BP
AC004158.1,AL049829.2
TMTC3,AF015262.1
GCSIR,NOVA2
HIGD2A,AL096869.3
KCNQ5-AS1,AL360169.1
CERS3,MAGEB3
AC244472.1,AC110603.1
AC002460.2,KPNA4
PGAM5,AC022405.1
ITGA6-AS1,AL590068.2
LAG3,AL357140.1
AC098798.1,IGHV1-18
AC009097.2,IGHVIII-5-1
AC005920.1,DSCR10
PRPH2,AC107072.1
EVPL,AC106730.1
AL353704.2,AC021713.1
RPRM,LINC01015
CDH8,OR4D11
TM4SF19,IGHV7-81
AL133279.2,GAGE12C
STK17A,AP006748.2
AC090826.3,AC008687.3
AL358779.1,IGHV1-69
PGM5,AL021940.1
RAB5A,IGKV2D-10
ANO3,IGLV3-1
AL118511.1,IGLV3-16
AC022893.2,HCG21
LINC02192,AC127496.4
AL358334.2,AC025278.1
TSIX,KRTAP9-9
AC108519.1,CLDN8
LINC01484,AC108865.2
MCIDAS,IGKV3D-20
DUSP16,AC102797.1
PLEKHB1,AL008733.1
WWC2,AC016383.3
PROM1,IGKV2-28
LY6G6C,DEFB4B
EPRS,TTTY21
GRIK1,IGKV1-6
YLPM1,PRAMEF33
NDE1,LINC02459
AC078795.3,AC004975.2
AC096531.2,AL355097.1
AC009119.1,OR10H2
AC068205.2,OR4K5
AC066613.2,CD1E
WBP2NL,IGHV1OR16-4
KPNA2,SCYGR8
NUDT17,IGLV3-31
PWP2,OR5H6
KLRC1,C6orf15
SAP30L,FAM41AY1
CD209,SNHG28
CCDC42,TRAV20
IPO5,CTSG
LINC01006,KRTAP4-8
AC110760.2,OR5H2
LINC01800,DEFB130A
AC084824.4,LINC00543
SEC31A,OR2G3
FCRLA,AC073370.1
AC092718.2,AC008808.2
AC012291.3,AL451067.1
LINC01968,IGLV2-8
VPS9D1-AS1,OR8U1
IL20,TRAJ1
MAP10,PRAMEF26
NDEL1,CT45A7
LINC01841,OLIG3
FHAD1,IGHV3-64
COMMD1,SCGB1C2
AL353746.1,AC139834.1
BRINP2,IGLV4-69
ACAD11,AC093525.5
KATNAL1,AC122136.1
AL360270.1,AC011352.3
LRP11,AP001189.3
FGFR4,RNASE9
GDAP1L1,KRTAP12-2
AL662890.1,AL354984.1
CCNK,HMHB1
AP4S1,AC012462.2
AC005089.1,AC135012.2
AKAP13,AL390730.1
NDUFS8,TREM2
AL353732.1,AC097015.1
AC024560.3,KIR3DL2
LINC01951,AC068535.2
AC004540.1,AC012640.4
MSH2,TMEM88B
LRRC1,ILF3
AL021918.5,METTL21C
HBEGF,HSD3B7
TWIST2,DMRTA2
PNPLA2,AC099786.3
SNAI2,S100A16
ZNRD1,PLAC4
KIFC1,ABI3BP
EFCAB12,HIST1H3G
SPTBN5,AC020636.1
MTLN,KIR3DL3
AC009229.2,OPRPN
LY6G5C,AC005618.3
AP005901.2,PANO1
CARD10,FOXA1
MT1G,LRRC3-DT
C10orf67,AL352984.1
IGF2BP2,TCERG1L-AS1
POR,AC018690.1
AC015967.1,LIPM
VLDLR-AS1,AC097724.1
HDHD5,AC147651.3
AC005906.2,AC141002.1
DDN-AS1,NTF3
LINC02311,NMU
BROX,AC112495.1
SUGP2,AC105254.1
AC108681.1,AC040914.1
LINC00535,NKX2-1
AL050343.3,AC079336.5
OPN1SW,CT66
AP000820.2,AC092598.1
AC040904.1,AC120498.9
AL356433.1,ELMOD2
AC116158.1,MUC5AC
AC024475.3,TUB-AS1
LINC01106,MME-AS1
TULP4,MPEG1
CLEC4F,AC099850.3
GLP1R,LINC02401
MFSD2B,C22orf42
ETV3L,EGFLAM-AS2
AL161785.1,AC126407.1
AC005014.4,AC113143.1
RAB1A,SLC18A3
KAT7,AC005379.1
JAKMIP3,AC117945.2
RGSL1,PRAMEF4
TLR9,SPATA31A3
S1PR4,AC124067.1
SSR3,AL451129.1
LINC02220,TAF10
RHBDF1,GADD45G
ATP8B4,AC104458.1
Z82186.1,AC090338.1
AC122688.2,AL139246.3
LINC02014,AL451127.2
GOLGA2,SERPINB6
VDAC1,FAM92A
NCBP2,AL138889.3
NLRC5,IGLC3
AL353613.1,AC087430.1
WNT8B,PLA2G12A
FP565260.5,AL355816.2
PRDM14,AC100810.3
BAHD1,MS4A2
AC009313.1,AC006111.1
TOB2,AC048382.4
PLP2,KIAA0040
AC010809.1,AC093857.1
MLIP,KIRREL1-IT1
LINC02224,BX284668.1
AC012485.3,LINC00557
MAGEE2,AL355836.2
HIST1H2AG,AC004706.1
PLOD1,AC121154.1
HLF,TGIF1
AC103996.2,WFDC5
AL450384.2,LINC02705
AL132875.3,COL5A1-AS1
SMIM25,FAM160A1-DT
AC013733.2,LINC01160
AC119677.1,AC016866.1
SSRP1,REG1B
AC018647.1,AC009229.3
SH3GLB1,RNF224
NOP2,POLG
DYNC1H1,AL583810.2
AC009097.3,PRRT1B
MRPL17,MED25
MEX3A,RUNX3
MORC3,NKAP
AC060234.2,LINC02219
AC008840.1,S100A9
MMEL1,Z99756.1
NPTN-IT1,AC136944.4
AC073046.4,AL513348.1
PDCL,C11orf74
GRK2,AC010731.3
PGR,BTBD16
NRG1-IT1,EYA4
CASP1,LRIT1
CAVIN4,AC091979.1
YPEL1,ZFAND6
DSTYK,GPRC5C
MSL2,TRAV24
AC093895.1,AC007652.2
CRISPLD2,AC023824.5
VDAC2,IGLV7-35
MICU2,KRTAP10-9
PRDM1,KRTAP10-11
IGSF1,MBL2
AC044849.1,KRT6C
LINC02211,LINC01526
AC113189.3,NKX2-4
AC018809.2,AP000851.2
LINC00407,AP001189.5
Z73420.1,IFNA7
LINC01483,AL035694.1
HCFC1R1,AC007403.1
CYB5R4,UGT1A6
AC131159.2,ETS1-AS1
TMEM132E,TRBV21-1
DBET,IGLV8OR8-1
PCDHGA12,DEFB132
AL021396.1,LMO7DN-IT1
UBFD1,TRAV8-3
RSPH4A,AL513128.1
CTH,GPR101
SPAG6,LINC01767
AC187653.1,HIST1H3F
AC089984.1,AC099677.4
AC093305.1,LINC00322
PYCARD-AS1,KRT73-AS1
S1PR3,ELFN1-AS1
UBA1,TPR
TRUB1,AC130456.5
TNFRSF8,HSD3B2
DCDC2C,AC004543.1
AC103591.4,AC010551.3
AC117377.1,AC109635.6
AL031290.1,PTGDR2
AF131215.4,AC087273.2
SH2B3,AL161729.3
TMEM178A,TRBV26OR9-2
ETDA,HTRA3
PSMB2,METTL9
SGK3,RLN2
TFPI2,AC000120.1
CCDC39,FBL
DAXX,LINC01692
AC100774.1,AC004129.3
RHBG,BX322234.2
AC093835.1,AC010445.1
LMO7,CEP41
TLCD2,AP001469.2
MAPK8IP1,LRRC4C
STPG2,LRP4
BACE2-IT1,MSANTD1
CWC25,AL035665.2
MADD,AC009021.2
NKILA,LINC00327
CATSPER4,CRYZ
SREK1IP1,AC100801.2
CCNY,AC010183.2
ZNF34,DEFB121
C7orf77,AC090985.2
USP1,AL035665.1
FAR2,TRGV5P
AC107398.4,AL807761.3
AC026100.1,AL031658.1
IFIT2,SLC29A4
SNX31,UNC5B-AS1
MIR122HG,LINC00891
AL359232.1,NFKB2
AC092757.2,KLRG1
RMC1,GXYLT2
LAYN,AC010531.7
AC055788.1,AC114311.1
EIF5A2,AP000769.2
AC114954.1,GPC2
EEF1AKMT1,AC090155.2
AC010168.2,AC002465.1
CDKN3,HTR3A
C3orf22,AC012291.2
SAR1B,AL669831.2
UBE2G2,AC021188.1
OOEP-AS1,LINC02276
AL121928.1,MAGED4B
NDUFA5,AC100830.3
MOB3C,H2BFWT
AP002989.1,AC113192.1
S100PBP,AC016588.1
AL358332.1,IGKV1OR1-1
KDM2B,AC082651.4
AL157394.3,AC018678.1
ERC2,AC002401.4
LINC02548,SYK
UBE2G1,AP002993.1
AC010261.1,REM2
AL121908.1,AC006238.1
ARL2,OR12D2
CLIC4,FRMD1
AL591428.1,MEDAG
AP003307.1,AC145141.2
AC144450.1,ISM1-AS1
CCDC38,AL121990.1
NKIRAS2,GPR21
LINC00664,IGLVV-58
AP3B1,LINC02374
LINC01823,AC020909.3
LINC01429,LINC02358
COX4I1,PYCARD
ORC1,AL139254.1
AL157935.1,AC034187.1
NUMB,AL078599.2
CTSS,AC020663.2
AC107214.2,DLX2-DT
LINC02603,AL022725.1
AIDA,LINC01365
AL162431.1,AC090049.1
GPR139,KRTAP4-7
RBBP5,AC010280.2
AC138409.3,MUC5B
RCOR2,ATP2B4
AC068700.1,HOXA10
CARMIL2,AC009135.1
DNASE2,LINC00877
ARL8A,NALT1
MYO5C,TRBC2
AL512641.1,LINC02504
AC099782.2,AL162414.1
MAP7D2,AC139887.5
PTPN12,AC010422.2
ZNF620,BTBD17
